"name","description","short_name","id"
"Generación medida total tipo producción","Medidas de la generación según el tipo de producción utilizado. El desglose de este indicador proporciona las medidas de generación de los distintos tipos de producción. Este indicador se puede desglosar por provincias. Publicación: diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.","G. Medida total tipo prod.",10195
"Ajuste de programas PBF","Es el programa de energía diario, con desglose horario, de las diferentes Unidades de Programación correspondientes a ventas y adquisiciones de energía en el sistema eléctrico peninsular español.  Este programa es establecido por el OS a partir de la casación del OM y de las nominaciones de programas de todas y cada una de las Unidades de Programación que le han sido comunicadas por los sujetos titulares de dichas Unidades de Programación, incluyendo las correspondientes a la ejecución de contratos bilaterales con entrega física de los cuales se ha confirmado la ejecución. El desglose de este indicador muestra la energía programada para los conceptos Corrección eólica y Corrección solar fotovoltaica. Sólo tiene valores para el P48. Publicación: diariamente a partir de las 13:45 horas con la información del día D+1.","Ajuste de programas PBF",10196
"Ajuste de programas PVP","Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda. El desglose de este indicador muestra la energía programada para los conceptos Corrección eólica y Corrección solar fotovoltaica. Sólo tiene valores para el P48. Publicación: diariamente a partir de las 16:00 horas con la información del día D+1.","Ajuste de programas PVP",10197
"Ajuste de programas PHF1","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. El desglose de este indicador muestra la energía programada para los conceptos Corrección eólica y Corrección solar fotovoltaica. Sólo tiene valores para el P48. Publicación: en torno a las 18:00 horas con la información del día D+1.","Ajuste de programas PHF1",10198
"Ajuste de programas PHF2","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. El desglose de este indicador muestra la energía programada para los conceptos Corrección eólica y Corrección solar fotovoltaica. Sólo tiene valores para el P48. Publicación: en torno a las 5:00 horas con la información del día D.","Ajuste de programas PHF2",10199
"Ajuste de programas PHF3","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. El desglose de este indicador muestra la energía programada para los conceptos Corrección eólica y Corrección solar fotovoltaica. Sólo tiene valores para el P48. Publicación: en torno a las 5:00 horas con la información del día D.","Ajuste de programas PHF3",10200
"Ajuste de programas PHF4","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. El desglose de este indicador muestra la energía programada para los conceptos Corrección eólica y Corrección solar fotovoltaica. Sólo tiene valores para el P48. Publicación: en torno a las 5:00 horas con la información de los periodos del 5 al 24 del día D.","Ajuste de programas PHF4",10201
"Ajuste de programas PHF5","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. El desglose de este indicador muestra la energía programada para los conceptos Corrección eólica y Corrección solar fotovoltaica. Sólo tiene valores para el P48. Publicación:  en torno a las 14:00 horas con la información de los periodos 8 a 24 del día D.","Ajuste de programas PHF5",10202
"Ajuste de programas PHF6","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. El desglose de este indicador muestra la energía programada para los conceptos Corrección eólica y Corrección solar fotovoltaica. Sólo tiene valores para el P48. Publicación: en torno a las 14:00 horas con la información de los periodos 13 a 24 del día D.","Ajuste de programas PHF6",10203
"Ajuste de programas PHF7","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. El desglose de este indicador muestra la energía programada para los conceptos Corrección eólica y Corrección solar fotovoltaica. Sólo tiene valores para el P48. Publicación: en torno a las 05:00 horas con la información de los 4 últimos periodos del día D-1.","Ajuste de programas PHF7",10204
"Generación medida solar","Medidas de la generación según el tipo de producción utilizado. El desglose de este indicador proporciona las medidas de generación de los distintos tipos de producción de solar en ambos sentidos. Este indicador se puede desglosar por provincias. Publicación: diariamente cada vez que lleguen nuevas medidas a partir del mes M+1.","Solar",10205
"Generación T.Real Solar","Generación medida en tiempo real del tipo de producción solar. El desglose de este indicador detalla la energía generada como solar térmica y como solar fotovoltaica. Este indicador tiene datos desde el 02/06/2015 a las 21:00 horas, momento a partir del cual se empezaron a registrar telemedidas de generación solar con dicho desglose. Publicación: cada 10 minutos con la información de las tres últimas horas del día D-1 hasta la hora actual del día D.","Solar",10206
"Saldo horario neto de interconexión con Francia telemedidas","Medidas en tiempo real del flujo de energía través de las interconexiones internacionales. El desglose de este indicador proporciona las telemedidas [MWh] en la interconexión con Francia, cada una con su signo. Publicación: Cada hora con la información de la hora anterior.","Saldo neto Francia telemedidas",10207
"Saldo horario neto de interconexión con Portugal telemedidas","Medidas en tiempo real del flujo de energía través de las interconexiones internacionales. El desglose de este indicador proporciona las telemedidas [MWh] en la interconexión con Portugal, cada una con su signo. Publicación: Cada hora con la información de la hora anterior.","Saldo neto Portugal telemedidas",10208
"Saldo horario neto de interconexión con Marruecos telemedidas","Medidas en tiempo real del flujo de energía través de las interconexiones internacionales. El desglose de este indicador proporciona las telemedidas [MWh] en la interconexión con Marruecos, cada una con su signo. Publicación: Cada hora con la información de la hora anterior.","Saldo neto Marruecos telemedidas",10209
"Saldo horario neto de interconexión con Andorra telemedidas","Medidas en tiempo real del flujo de energía través de las interconexiones internacionales. El desglose de este indicador proporciona las telemedidas [MWh] en la interconexión con Andorra, cada una con su signo. Publicación: Cada hora con la información de la hora anterior.","Saldo neto Andorra telemedidas",10210
"Precio medio horario final suma de componentes","Cumpliendo con lo especificado en la disposición adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energía, así como los componentes del precio final, en agregado y para cada tipo de consumidor. El desglose de este indicador detalla los componentes del precio medio ponderado horario de la energía para todos los tipos de consumidores. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Precio medio horario final suma",10211
"Precio medio horario final comercializadores de referencia suma de componentes","Cumpliendo con lo especificado en la disposición adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energía, así como los componentes del precio final, en agregado y para cada tipo de consumidor. El desglose de este indicador detalla los componentes del precio medio ponderado horario de la energía para el tipo de consumidor comercializadores de referencia. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Precio medio horario final com. ref. suma",10212
"Precio medio anual final contratación libre suma de componentes","Cumpliendo con lo especificado en la disposición adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energía, así como los componentes del precio final, en agregado y para cada tipo de consumidor. El desglose de este indicador detalla las componentes del precio medio ponderado anual de la energía para todos el tipo de consumidor de contratación libre. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Precio medio anual final c.libre suma",10213
"Precio medio horario final contratación libre suma de componentes","Cumpliendo con lo especificado en la disposición adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energía, así como los componentes del precio final, en agregado y para cada tipo de consumidor. El desglose de este indicador detalla los componentes del precio medio ponderado horario de la energía para el tipo de consumidor de contratación libre. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Precio medio horario final c.libre suma",10214
"Precio medio anual final comercialización de referencia suma de componentes","Cumpliendo con lo especificado en la disposición adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energía, así como los componentes del precio final, en agregado y para cada tipo de consumidor. El desglose de este indicador detalla todos los componentes que componen el precio medio ponderado anual de la energía para todos el tipo de consumidor comercializadores de referencia. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Precio medio anual final com.ref. suma",10215
"Precio medio mensual final suma de componentes","Cumpliendo con lo especificado en la disposición adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energía, así como los componentes del precio final, en agregado y para cada tipo de consumidor. El desglose de este indicador detalla los componentes del precio medio ponderado mensual de la energía para todos los tipos de consumidores Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Precio medio mensual final suma",10216
"Precio medio anual final suma de componentes","Cumpliendo con lo especificado en la disposición adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energía, así como los componentes del precio final, en agregado y para cada tipo de consumidor. El desglose de este indicador detalla los componenetes del precio medio ponderado anual de la energía para todos los tipos de consumidores. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Precio medio anual final suma",10217
"Precio medio mensual final comercialización de referencia suma de componentes","Cumpliendo con lo especificado en la disposición adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energía, así como los componentes del precio final, en agregado y para cada tipo de consumidor. El desglose de este indicador detalla las componentes del precio medio ponderado mensual de la energía para el tipo de consumidor comercializador de referencia. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Precio medio mensual final Com.Ref. suma",10218
"Precio medio mensual final contratación libre suma de componentes","Cumpliendo con lo especificado en la disposición adicional quinta de la Orden ITC/1659/2009, en este apartado se publica el coste final de la energía, así como los componentes del precio final, en agregado y para cada tipo de consumidor. El desglose de este indicador detalla los componentes del precio medio ponderado mensual de la energía para el tipo de consumidor de contratación libre. Publicación: diariamente a partir de las 19:30 horas se publica el avance para todos los días del mes en curso. El cierre C2 del mes M-1 en los diez primeros días del mes y el resto de cierres dos días después de su fecha de facturación según el calendario de liquidaciones.","Precio medio mensual final c.libre sum",10219
"Generación programada + Almacenamiento  + Cable Baleares PBF","Es el programa de energía diario, con desglose horario, de las diferentes Unidades de Programación correspondientes a ventas y adquisiciones de energía en el sistema eléctrico peninsular español.  Este programa es establecido por el OS a partir de la casación del OM y de las nominaciones de programas de todas y cada una de las Unidades de Programación que le han sido comunicadas por los sujetos titulares de dichas Unidades de Programación, incluyendo las correspondientes a la ejecución de contratos bilaterales con entrega física de los cuales se ha confirmado la ejecución. Su desglose le mostrará la energía programada en cada uno  de los conceptos: generación, consumo bombeo y el enlace de Baleares. Publicación: diariamente a partir de las 13:45 horas con la información del día D+1.","Total",10220
"Generación programada + Almacenamiento  + Cable Baleares PHF1","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. Su desglose muestra la energía programada para los tipo de producción de generación, consumo bombeo y el cable de Baleares. Publicación: en torno a las 18:00 horas con la información del día D+1.","Total",10221
"Generación programada + Almacenamiento + Cable Baleares PHF2","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. Su desglose muestra la energía programada para los tipo de producción de generación, consumo bombeo y el cable de Baleares. Publicación: en torno a las 5:00 horas con la información del día D.","Total",10222
"Generación programada + Almacenamiento  + Cable Baleares PHF3","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. Su desglose muestra la energía programada para los tipo de producción de generación, consumo bombeo y el cable de Baleares. Publicación: en torno a las 5:00 horas con la información del día D.","Total",10223
"Generación programada + Almacenamiento + Cable Baleares PHF4","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. Su desglose muestra la energía programada para los tipo de producción de generación, consumo bombeo y el cable de Baleares. Publicación: en torno a las 5:00 horas con la información de los periodos del 5 al 24 del día D.","Total",10224
"Generación programada + Almacenamiento + Cable Baleares PHF5","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. Su desglose muestra la energía programada para los tipo de producción de generación, consumo bombeo y el cable de Baleares. Publicación:  en torno a las 14:00 horas con la información de los periodos 8 a 24 del día D.","Total",10225
"Generación programada + Almacenamiento  + Cable Baleares PHF6","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. Su desglose muestra la energía programada para los tipo de producción de generación, consumo bombeo y el cable de Baleares. Publicación: en torno a las 14:00 horas con la información de los periodos 13 a 24 del día D.","Total",10226
"Generación programada + Almacenamiento  + Cable Baleares PHF7","Energía correspondiente a la programación establecida por el OS con posterioridad a cada una de las sucesivas sesiones del mercado intradiario como resultado de la agregación de todas las transacciones firmes formalizadas para cada periodo de programación como consecuencia del programa diario viable y de la casación del mercado intradiario. Su desglose muestra la energía programada para los tipo de producción de generación, consumo bombeo y el cable de Baleares. Publicación: en torno a las 05:00 horas con la información de los 4 últimos periodos del día D-1.","Total",10227
"Generación programada + Almacenamiento  + Cable Baleares PVP","Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda. Su desglose muestra la energía programada  en los tipos de producción de generación, consumo bombeo y en el enlace de Baleares. Publicación: diariamente a partir de las 16:00 horas con la información del día D+1.","Total",10228
"Término de facturación de energía activa del PVPC peaje por defecto suma componentes","Precio horario del término de energía que se aplican en la factura eléctrica de los consumidores con una potencia contratada no superior a 10 kW y que estén acogidos al PVPC (Precio Voluntario para el Pequeño Consumidor). Incluye el término de energía de los peajes de acceso (Orden IET/107/2014, 31 de enero), los cargos y el coste de producción. No incluye impuestos. Los precios horarios son los mismos para todo el territorio español independientemente de la zona horaria. En concreto este indicador se refiere al precio para los consumidores con tarifa por defecto (PEAJE 2.0.A). El desglose de este indicador proporciona el detalle de los conceptos que determinan el precio final. Publicación: diariamente a las 20:20 horas con la información del día D+1.","PVPC T. Defecto",10229
"Término de facturación de energía activa del PVPC eficiencia 2 periodos (DHA) suma componentes","Precio horario del término de energía que se aplican en la factura eléctrica de los consumidores con una potencia contratada no superior a 10 kW y que estén acogidos al PVPC (Precio Voluntario para el Pequeño Consumidor). Incluye el término de energía de los peajes de acceso (Orden IET/107/2014, 31 de enero), los cargos y el coste de producción. No incluye impuestos. Los precios horarios son los mismos para todo el territorio español independientemente de la zona horaria. En concreto este indicador se refiere al precio para los consumidores con tarifa eficiencia dos periodos (PEAJE 2.0 DHA). El desglose de este indicador proporciona el detalle de los conceptos que determinan el precio final. Publicación: diariamente a las 20:20 horas con la información del día D+1.","PVPC T. Eficiencia 2 periodos",10230
"Término de facturación de energía activa del PVPC vehículo eléctrico suma componentes","Precio horario del término de energía que se aplican en la factura eléctrica de los consumidores con una potencia contratada no superior a 10 kW y que estén acogidos al PVPC (Precio Voluntario para el Pequeño Consumidor). Incluye el término de energía de los peajes de acceso (Orden IET/107/2014, 31 de enero), los cargos y el coste de producción. No incluye impuestos. Los precios horarios son los mismos para todo el territorio español independientemente de la zona horaria. En concreto este indicador se refiere al precio para los consumidores con tarifa por defecto (PEAJE 2.0.DHS). El desglose de este indicador proporciona el detalle de los conceptos que determinan el precio final. Publicación: diariamente a las 20:20 horas con la información del día D+1.","PVPC V. Eléctrico",10231
"Potencia disponible de generación total horizonte año móvil","Calculada como el sumatorio de las potencias disponibles de generación convencional de horizonte año móvil. Para visualizar su composición por favor seleccione Desglose en la opción Comparar con. El horizonte año móvil muestra la disponibilidad en función del plan anual de mantenimiento del equipo generador previsto para los doce meses siguientes. Este indicador se puede desglosar por provincias. Publicación: el día 1 de cada mes a partir de las 4:30 horas con los datos por día del mes M hasta M+11.","Disponible",10232
"Programa bilateral PBF Carbón","Es el programa de energía diario, con desglose horario, de las diferentes Unidades de Programación correspondientes a ventas y adquisiciones de energía en el sistema eléctrico peninsular español.  En concreto este indicador se refiere a las unidades de programación con tipo de producción Carbón. Para ver la composición de este indicador por favor consulte la opción Desglose del selector Comparar con. Este programa es establecido por el OS a partir de la casación del OM y de las nominaciones de programas de todas y cada una de las Unidades de Programación que le han sido comunicadas por los sujetos titulares de dichas Unidades de Programación, incluyendo las correspondientes a la ejecución de contratos bilaterales con entrega física de los cuales se ha confirmado la ejecución. Publicación: diariamente a partir de las 13:45 horas con la información del día D+1.","Bilateral PBF Carbón",10233
"Programa bilateral PBF Otras renovables","Es el programa de energía diario, con desglose horario, de las diferentes Unidades de Programación correspondientes a ventas y adquisiciones de energía en el sistema eléctrico peninsular español.  En concreto este indicador se refiere a las unidades de programación con tipo de producción Otras renovables. Para ver la composición de este indicador por favor consulte la opción Desglose del selector Comparar con. Este programa es establecido por el OS a partir de la casación del OM y de las nominaciones de programas de todas y cada una de las Unidades de Programación que le han sido comunicadas por los sujetos titulares de dichas Unidades de Programación, incluyendo las correspondientes a la ejecución de contratos bilaterales con entrega física de los cuales se ha confirmado la ejecución. Publicación: diariamente a partir de las 13:45 horas con la información del día D+1.","Bilateral PBF Otras renovables",10234
"Programa bilateral PBF Total Ventas","Es el programa de energía diario, con desglose horario, de las diferentes Unidades de Programación correspondientes a ventas y adquisiciones de energía en el sistema eléctrico peninsular español.  En concreto este indicador se refiere a las unidades de programación que componen el Total Ventas. Para ver la composición de este indicador por favor consulte la opción Desglose del selector Comparar con. Este programa es establecido por el OS a partir de la casación del OM y de las nominaciones de programas de todas y cada una de las Unidades de Programación que le han sido comunicadas por los sujetos titulares de dichas Unidades de Programación, incluyendo las correspondientes a la ejecución de contratos bilaterales con entrega física de los cuales se ha confirmado la ejecución. Publicación: diariamente a partir de las 13:45 horas con la información del día D+1.","Total Ventas",10235
"Programa bilateral PBF Total Compras","Es el programa de energía diario, con desglose horario, de las diferentes Unidades de Programación correspondientes a ventas y adquisiciones de energía en el sistema eléctrico peninsular español.  En concreto este indicador se refiere a las unidades de programación que componen el Total Compras. Para ver la composición de este indicador por favor consulte la opción Desglose del selector Comparar con. Este programa es establecido por el OS a partir de la casación del OM y de las nominaciones de programas de todas y cada una de las Unidades de Programación que le han sido comunicadas por los sujetos titulares de dichas Unidades de Programación, incluyendo las correspondientes a la ejecución de contratos bilaterales con entrega física de los cuales se ha confirmado la ejecución. Publicación: diariamente a partir de las 13:45 horas con la información del día D+1.","Total Compras",10236
"Generación programada P48 Importación Total","Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario. En concreto este indicador se refiere a las unidades de programación de importación internacional. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Importación Total",10237
"Generación programada P48 Exportación Total","Energía correspondiente al programa operativo que el OS establece en cada período hasta el final del horizonte de programación diario. En concreto este indicador se refiere a las unidades de programación de exportación internacional. Publicación: cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Exportación Total",10238
"Capacidad de intercambio disponible (ATC) tras la programación con Francia importación","Capacidad de intercambio disponible tras los procesos de asignación de capacidad previos. El proceso de programación se recoge en la en el P.O.-3.1 El desglose de este indicador detalla, en [MW] para cada hora, los programas de importación y exportación, así como la capacidad de intercambio en la interconexión con Francia y sentido FR->ES. Publicación: El día inmediatamente anterior al día de programación antes de las 11 horas y diariamente cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Francia importación",10241
"Capacidad de intercambio disponible (ATC) tras la programación con Francia exportación","Capacidad de intercambio disponible tras los procesos de asignación de capacidad previos. El proceso de programación se recoge en la en el P.O.-3.1 El desglose de este indicador detalla, en [MW] para cada hora, los programas de importación y exportación, así como la capacidad de intercambio en la interconexión con Francia y sentido ES->FR. Publicación: El día inmediatamente anterior al día de programación antes de las 11 horas y diariamente cada hora en torno al minuto 15 con la información del día D. Sobre las 5:00 horas se realiza la actualización con el cierre del día D-1.","Francia exportación",10242
"Demanda en Canarias","Energía de adquisición en el sistema no peninsular de Canarias.  Su desglose proporciona la energía demandada en los diferentes subsistemas de Canarias. Publicación: diariamente a las 7:45 con los datos del día D-2.","Demanda",10243
"Demanda en Baleares","Energía de adquisición en el sistema no peninsular de Baleares. El desglose de este indicador proporciona el detalle de la demanda en los diferentes subsistemas de Baleares. Publicación: diariamente a las 7:45 con los datos del día D-2.","Demanda",10244
"Demanda en los SNP","Energía de adquisición de los sistemas no peninsulares. El desglose de este indicador proporciona el detalle de la demanda en cada uno de los subsistemas no peninsulares. Publicación: diariamente a las 7:45 con los datos del día D-2.","Demanda",10245
"Generación en Canarias","Energía generada en el sistema no peninsular de Canarias. El desglose de este indicador proporciona la generación en cada uno de los subsistemas de Canarias. Publicación: diariamente a las 7:45 con los datos del día D-2.","Generación",10246
"Generación en Baleares","Energía generada en el sistema no peninsular de Baleares. El desglose de este indicador proporciona la generación en cada uno de los subsistemas de Baleares. Publicación: diariamente a las 7:45 con los datos del día D-2.","Generación",10247
"Generación en los SNP","Energía generada en los sistemas no peninsulares. Este indicador por defecto proporciona el detalle de la generación en cada uno de los subsistemas no peninsulares. Publicación: diariamente a las 7:45 con los datos del día D-2.","Generación",10248
"Previsión de la demanda residual","Previsión resultante de restar a la previsión de la demanda diaria las previsiones solares y eólicas. El desglose de este indicador detalla las previsiones de generación eólica, generación solar y diaria de la demanda del sistema eléctrico peninsular. Publicación: diariamente cuando se publica la previsión de la demanda del día D hasta D+7 y se actualiza cada hora con las previsiones solar y eólica.","Previsión demanda residual",10249
"Volumen neto de asignación de energías mFRR","La regulación terciaria se corresponde con el producto estándar europeo de reserva manual para la recuperación de la frecuencia (mFRR, por sus siglas en inglés). Es un servicio de balance de activación de reservas de potencia activa que tiene por objeto mantener la frecuencia y el equilibrio generación-demanda del sistema y permite la restitución del uso de reserva automática de regulación secundaria. La asignación de energía de balance mFRR se realiza a través de la plataforma europea de mFRR (MARI) en aplicación del artículo 20 del Reglamento sobre balance eléctrico. Este servicio se encuentra regulado en el P.O. 7.3 El desglose de este indicador muestra las energías asignadas a subir y a bajar en el proceso de regulación de terciaria, cada una de ellas con su signo. Publicación: a más tardar, 30 minutos después del correspondiente periodo de programación.","Volumen neto mFRR",10250
"Volumen neto de necesidades cubiertas de energías de balance RR","El mecanismo de asignación de energías de balance RR es un servicio que tiene por objeto restablecer o mantener el nivel de energías de recuperación de la frecuencia con activación manual y automática (energías de regulación secundaria y terciaria) requerido al objeto de prepararse para desequilibrios adicionales del sistema. La asignación de energía de balance RR se realiza a través de una plataforma de balance europea (LIBRA) en aplicación del artículo 19 del Reglamento EB. Este servicio se encuentra regulado en el P.O.-3.3. En concreto este indicador se refiere a las necesidades de energías de balance netas de tipo RR cubiertas por la plataforma europea de RR. Este indicador da continuidad al antiguo volumen neto de asignación gestión de desvíos subir/bajar. Publicación: en el día en curso cada hora para el periodo horario anterior y una vez al día antes de las 13:00 horas con la información del día anterior.","Energías de Balance RR",10251
"Volumen neto de energía utilizada de regulación secundaria","La regulación secundaria es un servicio complementario de carácter potestativo que tiene por objeto el mantenimiento del equilibrio generación-demanda, corrigiendo los desvíos respecto a los programas de intercambio previstos en la interconexión España-Francia, y las desviaciones de la frecuencia. Este servicio es retribuido mediante mecanismos de mercado por dos conceptos: disponibilidad (reservas de regulación) y utilización (energía). Los Proveedores de Servicio habilitan sus Unidades de Programación para la prestación del servicio de regulación secundaria y envían sus ofertas de energía de regulación en cada sentido (subir/bajar). La asignación se realiza a nivel Proveedor de Servicio, por criterios de mínimo coste, estableciéndose así un precio marginal de energía de regulación secundaria en cada sentido. Este servicio se encuentra regulado en el P.O.-7.2. El desglose de este indicador muestra las energías asignadas a subir y a bajar en el proceso de utilización de secundaria, cada una de ellas con su signo. Publicación: una vez al día antes de las 13:00 horas con la información del día anterior.","Secundaria utilizada neto",10252
"Volumen neto de Energía asignada por restricciones en tiempo real","El proceso de solución de restricciones técnicas en Tiempo Real es realizado por el Operador del sistema que consiste en la resolución de las restricciones técnicas identificadas durante la operación en tiempo real mediante la modificación de los programas de las Unidades de Programación.  Este servicio se encuentra regulado en el P.O.-3.2. El desglose de este indicador muestra las energías asignadas a subir y a bajar en el proceso de utilización de secundaria, cada una de ellas con su signo. Publicación: diariamente a las 7:45 con la información del día anterior y a partir de las 19:30 para días pasados según el calendario de liquidaciones.","Restricciones tiempo real neto",10253
"Desglose peaje por defecto 2.0.A Término de energía","Concepto que forma parte del término de facturación de energía activa del PVPC que es el precio horario del término de energía que se aplican en la factura eléctrica de los consumidores con una potencia contratada no superior a 10 kW y que estén acogidos al PVPC (Precio Voluntario para el Pequeño Consumidor). El desglose de este indicador proporciona las componentes de la energía del témino de facturación de energía activa del PVPC incluyendo las pérdidas para la tarifa de peaje por defecto (PEAJE 2.0.A). Publicación: diariamente a las 20:20 horas con la información del día D+1.","2.0.A Término de energía",10254
"Desglose eficiencia 2 periodos (DHA) 2.0.DHA Término de energía","Concepto que forma parte del término de facturación de energía activa del PVPC que es el precio horario del término de energía que se aplican en la factura eléctrica de los consumidores con una potencia contratada no superior a 10 kW y que estén acogidos al PVPC (Precio Voluntario para el Pequeño Consumidor). El desglose de este indicador proporciona las componentes de la energía del témino de facturación de energía activa del PVPC incluyendo las pérdidas para la tarifa eficiencia dos periodos (PEAJE 2.0.DHA). Publicación: diariamente a las 20:20 horas con la información del día D+1.","2.0.DHA Término de energía",10255
"Desglose vehículo eléctrico 2.0.DHS Término de energía","Concepto que forma parte del término de facturación de energía activa del PVPC que es el precio horario del término de energía que se aplican en la factura eléctrica de los consumidores con una potencia contratada no superior a 10 kW y que estén acogidos al PVPC (Precio Voluntario para el Pequeño Consumidor). El desglose de este indicador proporciona las componentes de la energía del témino de facturación de energía activa del PVPC incluyendo las pérdidas para la tarifa del vehículo eléctrico (PEAJE 2.0.DHS). Publicación: diariamente a las 20:20 horas con la información del día D+1.","2.0.DHS Término de energía",10256
